company_location,company_name,description,short_description,title
Thành phố Hồ Chí Minh,Hitachi Vantara Corporation,"The Company. Hitachi Vantara. a wholly-owned subsidiary of Hitachi, Ltd., guides our customers from what's now to what's next by solving their digital challenges. Working alongside each customer, we apply our unmatched industrial and digital capabilities to their data and applications to benefit both business and society. More than 80% of the Fortune 100 trust Hitachi Vantara to help them develop new revenue streams, unlock competitive advantages, lower costs, enhance customer experiences, and deliver social and environmental value. The Roles. We are looking for highly qualified team oriented. Bridge Software Engineers. with excellent communication skills and ability to work and multiple projects simultaneously with great attention to details. These people will work with clients to clarify the requirements and translate clients' need to development team. Responsibilities. Communicate with Japanese clients on all project-related matters. Analyze, clarify and transfer client's requests and requirements to project team members. Verify and develop design documents. Develop and perform test cases to verify deliverables. Control all inbound and outbound project's materials. Manage project or work closely with Project Manager to monitor and control project. Qualifications. BS in Information Technology. Japanese language proficiency equivalent to JLPT N2 is required. Good requirement analysis skills. Good programing skill (Java, .NET and/or C/C++…. Experience in writing document and presentation is a plus. Experience working directly with Japanese customers is a plus. Well-organized, creative and capable of performing multiple tasks simultaneously. Self-motivated and eager to learn (in business domain, software engineering, language. High responsibility and teamwork spirit. Proficiency in English is a plus. Location. District 12, Ho Chi Minh City, Vietnam. We are an equal opportunity employer. All applicants will be considered for employment without attention to age, race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status","Self-motivated and eager to learn (in business domain. engineering, language. Communicate with Japanese clients on all project-related matters",Bridge Software Engineer
Thành phố Hồ Chí Minh,KMS Technology,"About Kobiton. Kobiton is the mobile experience platform trusted by leading organizations globally. Our best-in-class software platform helps drive improved revenue on the mobile channel by lowering app abandonment, improving quality and reducing time-to-market. Used by over 60,000 developers and testers worldwide, Kobiton is transforming the way companies deliver mobile apps through innovative applications of Artificial Intelligence, Real-Device Testing and the industry’s first and only mobile scriptless automation solution. There's a reason the world's mobile elite choose Kobiton to deliver perfect mobile experiences for their users. Kobiton is founded and funded by KMS Technology, a global technology company with over 1,000 resources in Vietnam and the United States. KMS has an offshore product development business and also created two other software companies in the software testing space: QASymphony (sold to Insight Partners and merged with Tricentis($100M ARR)) and Katalon (over 750,000 global users). Kobiton has the advantage of operating as its own company while leveraging the infrastructure and the strength from KMS. . Acknowledgement of Covid-19 pandemic. All KMSers will need to work from home to ensure safety. New member will get designated supports. Working devices will be delivered at door upon the new member's joining date. nboarding process will be organized virtually by both HR personnel and the new team. The HR personnel will be available for any needed support of the new member. Responsibilities. The responsibility includes but not limited. Develop tools / features / enhancements for the products based on defined requirements and designs. Follow given procedures and instructions to produce well-designed, testable and clean code. Actively contribute ideas and efforts to the product success. Perform other duties as assigned. Qualifications. Skills/knowledge you need to be successful. Fresh graduated or final year students. At least 3-month internship. Can commit to work Full-time/Part-time (at least 4 days/week. Passionate about web programming (in both front-end and back-end. Understand standard coding practices such as maintainability, reusability, code reviewing, unit testing, etc. Comfortable working in product development environment. Proactiveness (self-starter), good communication and fast learning. Good written communication skills in English. Nice to have. Contribute / author apps or libraries on developer public community like Github, Gitlab, Chrome Web Stores, etc. Education/training preferred. Bachelor degree of Computer Science/ Software Engineering or related major. Benefits and Perks. Perks you Enjoy at KMS. Working in one of the Best Places to Work in Vietnam. Building large-scale & latest technology software products. Working & Developing with Passionate & Talented Team. Attractive Allowance and Benefits. Flexible working time. Company trip in every summer, big annual year-end party every year, team building, etc. Fitness & sports activities: football, tennis, table-tennis, badminton, yoga, swimming…. Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,…. Free in-house entertainment facilities (football, ping pong, boxing, gym…), coffee (latte, cappuccino, espresso) and snack (instant noodles, cookies, candies…. And much more. Send your. Resume including Academic Transcript. to join us and let yourself explore other fantastic things",Building large-scale & latest technology. products. All KMSers will need to work from home to ensure safety. New member will get designated supports,"Full-stack Web Software Engineer Intern, Kobiton"
Thành phố Hồ Chí Minh,Công ty TNHH Akzonobel coatings Viet Nam,"Mô tả công việc. Mức lương: Thỏa thuận. Monitors the process performance through metrics such as RFT, MME, OEE, cost productivity, customer complaints, waste then takes action as required to correct adverse trends, performing plant based on process investigations. Daily review & solve quality issued of abnormal products at 8h30 am at production floor for sufficient. Coordinate with maintenance team for trouble shooting by assign operator to do autonomous maintenance tasks. Provide on job training for production workers run production efficiently. Develops plans to improve the above performance through focused improvement activities through CI/ALPS support. Interfaces with off site functions such as solution LAB /QA team/sale man and maintenance team for rolling out new products, FTSU, new application of new raw materials, new packaging or recipe changes to ensuring that all changes on site are controlled and managed. Provides expertise for on site operations group during process related machine troubleshooting issues, quality issued, abnormal product during production…. Develops process standardization (where applicable including SAP system) and contributes to reduce variability on the different site processes. Develops process standardization through visualizing tools, SOP create, update or development according to Azko Nobel standards. ther tasks assigned from direct Manager. Chức vụ. Nhân Viên/Chuyên Viên. Hình thức làm việc. Toàn thời gian. Quyền lợi được hưởng. Having chances to get attractive company bonus every month/year. Company trip once a year + Joining party. Salary and position is reviewed 1 time a year. Bonus by individual ability and company’s performancae. Social insurance, health insurance, unemployment insurance and other benefits. Dynamic and sociable working environment. Yêu cầu bằng cấp (tối thiểu. Đại Học. Yêu cầu công việc. Bachelor'sdegree. Major in chemical, mechanical, electrical... or relevant. Strong computer skill & good communication in English for both oral & writing. Having at least 3 years working experience related field. Experience in working at R&D; QC; Production is preferred. Be familiar with equipment process. Must have ability to work independently to complete job assignment. Strong problem solvent skill. Having logical thinking, presentation skill. Green belt certification is preferred. Must be a team player and be self -motivated with customer focus. Knowledge of SAP or other formulation application software. Understanding material specification & material testing method. Read and understand well material MSDS; Product PSDS; HMIS code. Process safety knowledge in chemical industry. Yêu cầu giới tính. Nam/Nữ. Ngành nghề. Cơ Khí. Đại Học. Không yêu cầu","Knowledge of SAP or other formulation application software. Monitors the process performance through metrics such as RFT, MME, OEE, cost productivity, customer…",Process Engineer
Thành phố Hồ Chí Minh,KMS Technology,"Company Description. Established in 2009, KMS Technology is a U.S.-based engineering and services company with development centers in Vietnam. KMS Technology is trusted by international clients for the superior quality of products and expertise of Vietnamese engineers. KMS builds and successfully launches its own software companies through its internal startup incubator, KMS Labs. Most notable companies include QASymphony, Kobiton, Katalon, and Grove. Under the brand, KMS Solutions, the company serves the Asia Pacific region, offering technology solution consulting and bringing the most advanced and latest technologies to the Asian market. KMS is committed to making a long-lasting social impact by partnering with non-profit organizations that give disadvantaged students fair and better employment opportunities. The company regularly cooperates with universities, participates in IT training activities and specialized events, and sponsors scholarship programs in Vietnam. The company has received many prestigious industry awards, and has been named one of the greatest places to work in Vietnam, Asia, and the U.S. for many years in a row. . Acknowledgement of Covid-19 pandemic. All KMSers will need to work from home to ensure safety. New member will get designated supports. Working devices will be delivered at door upon the new member's joining date. nboarding will be organized virtually by both the HR personnel and the new team. The HR personnel will be available for any support needs of the new member. Job Description. The Brilliant Career You Love. Are you passionate about software testing and be eager to sharpen your expertise every day. Are you looking for the next destination of your testing career. Do you want to work with cutting-edge technology and leverage various tools to make your testing efficient and effective. Responsibility/Challenge. Be trained and developed skills regarding testing field (Context-Driven testing, automation checking, performance testing, security testing and so forth. Be researched and applied various testing techniques and tools in the testing field. Work closely with development team and test lead to design test strategy. Develop, maintain and execute test cases. Implement automated checking, performance testing. Adopt rapid testing techniques and testing tools to make the test more effective in various quality criteria of a product. Report and track bugs. Perform other tasks assigned by superior. Qualifications. Skills/experience You need to be Successful. Fresh graduate or 4th-year students, minimum part-time/full-time 3-month internship commitment (can work at least 4 days per week. Bold passion for IT software development and testing. Good IT background, critical and logical thinking skills. Commitment to excellence and self-improvement. Additional Information. BE YOUR BEST WITH KMS. Working in one of the Best Places to Work in Vietnam. Building large-scale & global software products. Working & growing with Passionate & Talented Team. Diverse careers opportunities with Software Outsourcing, Software Product Development, IT Solutions & Consulting. Attractive Allowance and Benefits. Flexible working time. Various training on hot-trend technologies, best practices, and soft skills. Big annual year-end party every year, team building, etc. Fitness & sport activities: football, tennis, table-tennis, badminton, yoga, swimming…. Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,…. Free in-house entertainment facilities (foosball, ping pong, gym…), coffee (latte, cappuccino, espresso) and snack (instant noodles, cookies, candies…. And much more. Send your. Resume including Academic Transcript. to join us and let yourself explore other fantastic things",KMS Technology is trusted by international clients for the superior quality of products and expertise of Vietnamese engineers,Software Test Engineer Intern (QA/QC/Tester)
Thành phố Hồ Chí Minh,Intel,"Job Description. IT Automation Engineer Intern will be part of teams providing Factory Automation services to the Intel Vietnam plant to support client based Station Controller system.This support includes maintenance, upgrade, troubleshooting incidents along the way. If their experience and skills allow, the person could also provide user training and drive for root cause analysis for complex issues, following through with the different support groups to resolve problems with sound methodology.They may also help in short-term project such as simple web-based applications developing, script developing to support business work.The Student Interns will be given classroom-type and web-based training about processor assembly/test methodologies, and other skill development courses with coaching and mentoring from senior IT,Automation Engineers. Qualifications. 3rd or 4th year of student studying bachelor degree in Automation Control, Electronics and Electrical, Computer Science, Computer Engineering or related engineering fields. Strong analytical and problem solving skills. Good interpersonal and communication skills. Good English command. A team player. Resourceful, creative and innovative in coming out with ideas to resolve issues. Proficient with current IT technologies. Inside this Business Group. Intel's Information Technology Group (IT) designs, deploys and supports the information technology architecture and hardware/software applications for Intel. This includes the LAN, WAN, telephony, data centers, client PCs, backup and restore, and enterprise applications. IT is also responsible for e-Commerce development, data hosting and delivery of Web content and services. Privacy Statement. Your privacy matters to Intel and we comply with applicable data protection laws. We collect and maintain personal information for recruitment related activities and your data will not be used for any other purpose. We retain personal information for the periods and purposes set forth in Intel’s Privacy Notice. Retention periods can vary significantly based on the type of information and how it is used. We do not share your personal information with third parties. In order for Intel to communicate with you on your application results, by submitting your information and proceeding with this application, you agree and consent that we can collect your personal information. You will have the ability to opt-out by informing vietnamjobs@intel.com or at any time selecting “unsubscribe” found at the bottom of our future marketing communications. You have rights to correct, update, request access to or deletion of your personal information as described in Intel’s Privacy Notice. In addition, if you wish to update or otherwise make changes to your resume, use Intel’s online application tool to resubmit a new resume","Intel's Information Technology Group (IT) designs, deploys and supports the information technology architecture and hardware/software applications for Intel",IT Automation Engineer Intern
Thành phố Hồ Chí Minh,KMS Technology,"Company Description. Established in 2009, KMS Technology is a U.S-based engineering and services company with development centers in Vietnam. KMS Technology is trusted by international clients for the superior quality of products and expertise of Vietnamese engineers. KMS builds and successfully launches its own software companies through its internal startup incubator, UpStar Labs. Most notable companies include QASymphony, Kobiton, Katalon, and Grove. Under the brand, KMS Solutions, the company serves the Asia Pacific region, offering technology solution consulting and bringing the most advanced and latest technologies to the Asian market. KMS is committed to making a long-lasting social impact by partnering with non-profit organizations that give disadvantaged students fair and better employment opportunities. The company regularly cooperates with universities, participates in IT training activities and specialized events, and sponsors scholarship programs in Vietnam. The company has received many prestigious industry awards and has been named one of the greatest places to work in Vietnam, Asia, and the U.S. for many years in a row. . Acknowledgement of Covid-19 pandemic. All KMSers will need to working from home to ensure safety. New member will get designated supports. Working devices will be delivered at door upon the new member's joining date. nboarding will be organized virtually by both the HR personnel and the new team. The HR personnel will be available for any support needs of the new member. Job Description. The Brilliant Career You Love. Are you passionate about innovative software development and be eager to sharpen your expertise every day. Do you want to be a part of the Great Team who creates awesome billion-dollar Software Products for U.S clients. Do you love to work in a. top-notch IT Company. in Vietnam with Good Investment into People Development. If yes, we strongly believe that you will enjoy each single working day at KMS Technology where you certainly contribute to the company's growth and sharpen your experience and expertise every day. In addition, you will also get chances t. Have the chance to work with talented developers, following high standard software development practices and CI/CD processes. Be trained and worked on complex systems using cutting-edge technology-based frameworks. Your key responsibilities. Participate in all software development activities following the Scrum process. Design solutions and approach for software features or subsystems. Write high-quality code to implement software features or fix bugs. Perform unit testing, documentation and all other activities defined in Definition of Done before passing source code to the Testing team. Communicate and report internally or directly to the client on status or result of work. Practice coding with high quality and effective outputs. Involve to develop applications/tools by using modern Java technologies (Java 8+/Kotlin, Spring Boot, Spring Web MVC, JPA/Hibernate, etc), Front-end techniques (Responsive UI, JS Frameworks and Tools), Cloud and Big Data (AWS, Hadoop/Spark, MongoDB, distributed caching/MQ, etc. Learn and practice about architecture, solutions in big/complicated applications or enterprise systems. Qualifications. Skills/experience You need to be Successful. Final year student/ new graduate in Computer Science or related technical field/ less than 1 year of experience. Ready to work full-time officially. Strong background knowledge of OOP, Data structures and algorithms. Have experience work with web application development (inside or outside of school. Have experience work with a source version control (Git, SVN, etc. Passionate about learning and updating latest Java-related technologies. Pro-active attitude. Self-motivated individual. Nice to have. Knowledge and experience with Java 8+ language, Spring Framework is a plus (e.g., stream APIs, reactive framework, Spring Data. Knowledge and experience with Java EE and have background knowledge of Functional Programming is a plus. Additional Information. BE YOUR BEST WITH KMS. Working in one of the Best Places to Work in Vietnam. Building large-scale & global software products. Working & growing with Passionate & Talented Team. Diverse careers opportunities with Software Outsourcing, Software Product Development, IT Solutions & Consulting. Attractive Salary and Benefits. Performance appraisals every year. nsite opportunities: short-term and long-term assignments in North American (U.S, Canada), Europe, Asia. Flexible working time. Various training on hot-trend technologies, best practices, and soft skills. Premium healthcare insurance for you and your loved ones. Company trip, big annual year-end party every year, team building, etc. Fitness & sports activities: football, tennis, table-tennis, badminton, yoga, etc. Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,…. Free in-house entertainment facilities (foosball, ping pong, gym, etc), coffee (latte, cappuccino, espresso) and snack (instant noodles, cookies, candies, etc. And much more. Send your. Resume including Academic Transcript. to join us and explore other fantastic things",Design solutions and approach for. features or subsystems. Participate in all. development activities following the Scrum process,Fresher Java Software Engineer
Thành phố Hồ Chí Minh,Haravan,"The Job. Work as a part of an Agile team to develop breakthrough SaaS products help 50,000+ merchants and top brands transform their business. Participate in the complete Software Development Life Cycle (requirement analysis, planning, implementation, code review, unit testing, testing, deployment, operation, monitoring. Research technologies and share knowledge with colleagues. Your Skills and Experience. Must have. 1 - 3 years of experience in web development with Nodejs, Web API. Have any of below experience/knowledge is a plus. ExpressJS. MongoDB, Elasticsearch, or Redis. RabbitMQ. ReactJS, AngularJS, HTML5, and CSS3. CI/CD. Clean Code and coding standards. Unit test or TDD. Git (e.g.: Github, Gitlab. SaaS product development. Why You'll Love Working Here. Haravan is the first and leading company in Vietnam provides breakthrough SaaS commerce platform help 50,000+ merchants and top brands transform their business. Dynamic and friendly working environment. Work in truly Agile Software Development teams. Work with young, talented, and enthusiastic colleagues. Work with the latest technologies (microservices, CI/CD, .NET Core, React, React Native, AngularJS, MongoDB, Elasticsearch, Google Cloud Platform, Kubernetes. ur attractive offers include. Attractive salary and benefits package. Annual bonus - 13th month salary, Yearly bonus - based on employees and company business performance. Performance review twice a year. Annual health check-up. Premium Healthcare (HaraCare. Annual leave: 12 days/year, be increased 1 more day with 3 working years. Internal events: Engagement activities, Team building, Haravan's birthday, Year-end party…. Development opportunities: great career path, working with a talented team, approaching newest technologies, and challenging new projects. Loại hình công việc: Toàn thời gian","Participate in the complete. Development Life Cycle (requirement analysis, planning, implementation, code review, unit testing, testing, deployment,…",Software Engineer (NodeJS)
Thành phố Hồ Chí Minh,VNG,"Participate in building web applications promotions of ZaloPay partners on Zalo platform. Analysis requirements, specification of professional requirements, calculate implementation efforts. Conducting code review, source optimization, bug fixes for participants. Build and deploy performant modern web applications in React, Redux, WebPack and ES6. Design and implement RESTful APIs which readable, clear. Identify and resolve performance and scalability issues. Build web apps using ReactJS. Build reusable components/modules. Yêu cầu. Technical Skills Required. At least 2+ years of experience in Frontend development (HTML5/CSS3/JavaScript) and 1 year working with ReactJS. Solid knowledge of redux, hooks, context, HOC. Experience with JavaScript(ES5 & ES6 & ES7) and specifically ReactJS, WebPack, HTTP, RESTful API. Have following skills is an advantage. Design and implement robust client-side solutions with RESTful API. Strong competency in responsive, mobile-first layouts. Have experienced with web performance tuning. Knowledge of Git, Gitlab. Keep up with security standards for user privacy. Translate designs and wireframes into highly reusable code. Personal skills required. Good time-management and communication skills. Ability to work independently & teamwork","Participate in building web applications promotions of ZaloPay partners on Zalo platform. Analysis requirements, specification of professional requirements,…",Software Engineer (ReactJS)
Thành phố Hồ Chí Minh,Ninja Van,"Ninja Van is a late-stage logtech startup that is disrupting a massive industry with innovation and cutting edge technology. Launched 2014 in Singapore, we have grown rapidly to become one of Southeast Asia's largest and fastest-growing express logistics companies. Since our inception, we’ve delivered to 100 million different customers across the region with added predictability, flexibility and convenience. Join us in our mission to connect shippers and shoppers across Southeast Asia to a world of new possibilities. More about us. We process 250 million API requests and 3TB of data every day. We deliver more than 1.5 million parcels every day. 100% network coverage with 1000+ hubs and stations in 6 SEA markets (Singapore, Malaysia, Indonesia, Thailand, Vietnam and Philippines), reaching 500 million consumers. 600,000 active shippers in all e-commerce segments, from the largest marketplaces to the individual social commerce sellers. Raised US$400 million over four rounds. We are looking for world-class talent to join our crack team of engineers, product managers and designers. We want people who are passionate about creating software that makes a difference to the world. We like people who are brimming with ideas and who take initiative rather than wait to be told what to do. We prize team-first mentality, personal responsibility and tenacity to solve hard problems and meet deadlines. As part of a small and lean team, you will have a very direct impact on the success of the company. Roles & Responsibilities. Work with product team to understand requirements, design comprehensive test plans and test cases. Execute the plans to thoroughly test all software releases under your charge, which can include client and server side products, API platform and server infrastructure. Create automated tests for the test cases, manually test software for which automation is not available yet. Report and track defects, prepare test plan report, sign off on releases. Help define, implement and drive adoption of QA best practices and processes. Proactively help improve processes. Support other test areas including performance, load, security. Requirements. Able to communicate in English effectively. Bachelor's degree in Computer Science or related major. 2-5 years of hands-on experience in automated and manual testing in web and mobile apps. Deep understanding of software QA, including best practices, processes and all kinds of testing. Highly skilled in automated test tools (like Cucumber, Selenium, Appium) for web, mobile and server-side software. Extensive hands-on experience with programming in any modern language. Tech Stack. Backend: Play (Java 8+), Golang, Node.js. Frontend: AngularJS, ReactJS. Mobile: Android, Flutter, React Native. Cache: Hazelcast, Redis. Data storage: MySQL, TiDB, Elasticsearch, Delta Lake. Infrastructure monitoring: Prometheus, Grafana. rchestrator: Kubernetes. Containerization: Docker, Containerd. Cloud Provider: GCP, AWS. Data pipelines: Apache Kafka, Spark Streaming, Maxwell. Workflow manager: Apache Airflow. Query engines: Apache Spark, Trin. Submit a job application. By applying to the job, you acknowledge that you have read, understood and agreed to our Privacy Policy Notice (the “Notice”) and consent to the collection, use and/or disclosure of your personal data by Ninja Logistics Pte Ltd (the “Company”) for the purposes set out in the Notice. In the event that your job application or personal data was received from any third party pursuant to the purposes set out in the Notice, you warrant that such third party has been duly authorised by you to disclose your personal data to us for the purposes set out in the the Notice","Deep understanding of. QA, including best practices, processes and all kinds of testing. Create automated tests for the test cases, manually test…",Software Engineer in QA
Thành phố Hồ Chí Minh,Kobiton,"Company Description. Kobiton is the mobile experience platform trusted by leading organizations globally. Our best-in-class software platform helps drive improved revenue on the mobile channel by lowering app abandonment, improving quality and reducing time-to-market. Used by over 60,000 developers and testers worldwide, Kobiton is transforming the way companies deliver mobile apps through innovative applications of Artificial Intelligence, Real-Device Testing and the industry’s first and only mobile scriptless automation solution. There's a reason the world's mobile elite choose Kobiton to deliver perfect mobile experiences for their users. Kobiton is founded and funded by KMS Technology, a global technology company with over 1,000 resources in Vietnam and the United States. KMS has an offshore product development business and also created two other software companies in the software testing space: QASymphony (sold to Insight Partners and merged with Tricentis($100M ARR)) and Katalon (over 750,000 global users). Kobiton has the advantage of operating as its own company while leveraging the infrastructure and the strength from KMS. . Acknowledgement of Covid-19 pandemic. All KMSers will need to working from home to ensure safety. New member will get designated supports. Working devices will be delivered at door upon the new member's joining date. nboarding will be organized virtually by both the HR personnel and the new team. The HR personnel will be available for any support needs of the new member. Job Description. Your key responsibilities. Deploy, configure, troubleshoot and work with team on system deployment and system monitoring following predefined workflows. Perform configuration management, automating and containerizing existing processes, applications and services. Help the development team build and manage different kinds of environments for testing and integration like building and managing CI/CD pipeline. Actively contribute ideas and efforts to product success. Provide other duties as needed like technical support for end users and in-house development team. Qualifications. Skills/knowledge you need to be successful. Good knowledge in Linux OS and Cloud Computing. Good knowledge in computer networking and application protocols (HTTP/S, SMTP, etc. Hands-on experience in configuration management software like Ansible, Chef, Puppet, etc. wn automation mindset with appropriate tools like shell scripting (Linux Bash or PowerShell), IFTTT, Rundesk, etc. Good problem-solving skill. Pro-activeness (self-starter), good communication and fast learning. Strong commitment and responsibility to maintain a high availability system for production. Strong motivation to drive impact by making product improvements. Comfort with collaboration, open communication, and reaching across functional borders. Education/ training preferred. Bachelor in Computer Science/ Software Engineering/ Telecom & Networking or IT related major. Additional Information. BE YOUR BEST WITH KMS. Working in one of the Best Places to Work in Vietnam. Building large-scale & global software products. Working & growing with Passionate & Talented Team. Diverse careers opportunities with Software Outsourcing, Software Product Development, IT Solutions & Consulting. Attractive Salary and Benefits. Performance appraisals every year. nsite opportunities: short-term and long-term assignments in North American (U.S, Canada), Europe, Asia. Flexible working time. Various training on hot-trend technologies, best practices and soft skills. Premium healthcare insurance for you and your loved ones. Company trip, big annual year-end party every year, team building, etc. Fitness & sport activities: football, tennis, table-tennis, badminton, yoga,…. Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,…. Free in-house entertainment facilities (foosball, ping pong, gym…), coffee (latte, cappuccino, espresso) and snack (instant noodles, cookies, candies…. And much more. Send your. Resume including Academic Transcript. to join us and let yourself explore other fantastic things","Hands-on experience in configuration management. like Ansible, Chef, Puppet, etc. All KMSers will need to working from home to ensure safety","Fresher DevOps Software Engineer, Kobiton"
Thành phố Hồ Chí Minh,VNG,"Hỗ trợ người dùng xử lý các các vấn đề nghiệp vụ phát sinh trong quá trình sử dụng các hệ thống team ERP quản lý bao gồm: tìm ra nguyên nhân vấn đề, hướng dẫn người dùng xử lý, tìm giải pháp giải quyết tạm thời/triệt để. Hiểu các diagram/ Cấu trúc table của các module. Có khả năng đọc & hiểu requirement, design để hỗ trợ người dùng đáp ứng tiến độ khóa sổ kỳ kế toán kịp thời. Lập trình báo cáo, interface tích hợp với Oracle EBS. Lập trình, kiểm thử các tính năng phát triển: Báo cáo Oracle ERP, báo cáo BI. Hiểu nghiệp vụ ERP đủ thực hành nhập liệu và hướng dẫn người dùng 2 quy trình: Mua hàng và Bán hàng. Yêu cầu. Tốt nghiệp Đại học/ Cao Đẳng chuyên ngành Công Nghệ Thông Tin, Tài Chính – Kế Toán. Có từ 1 đến 3 năm kinh nghiệm làm việc với hệ thống Oracle EBS. Có kinh nghiệm triển khai/vận hành hệ thống ERP. Có hiểu biết về nghiệp vụ Tài chính – Kế toán là một lợi thế. Có kinh nghiệm làm Oracle Report, BI Publisher trên ngôn ngữ PL/ SQL. Kỹ năng viết tài liệu hướng dẩn người dùng. Kỹ năng giao tiếp, bao gồm cả viết, thuyết trình. Có khả năng làm việc độc lập và theo đội nhóm","Hiểu các diagram/ Cấu trúc table của các module. Có khả năng đọc & hiểu requirement, design để hỗ trợ người dùng đáp ứng tiến độ khóa sổ kỳ kế toán kịp thời",Software Engineer
Thành phố Hồ Chí Minh,KMS Technology,"Kobiton is the mobile experience platform trusted by leading organizations globally. Our best-in-class software platform helps drive improved revenue on the mobile channel by lowering app abandonment, improving quality and reducing time-to-market. Used by over 60,000 developers and testers worldwide, Kobiton is transforming the way companies deliver mobile apps through innovative applications of Artificial Intelligence, Real-Device Testing and the industry’s first and only mobile scriptless automation solution. There's a reason the world's mobile elite choose Kobiton to deliver perfect mobile experiences for their users. Kobiton is founded and funded by KMS Technology, a global technology company with over 1,000 resources in Vietnam and the United States. KMS has an offshore product development business and also created two other software companies in the software testing space: QASymphony (sold to Insight Partners and merged with Tricentis($100M ARR)) and Katalon (over 750,000 global users). Kobiton has the advantage of operating as its own company while leveraging the infrastructure and the strength from KMS. Responsibilities. The responsibility includes but not limited. Develop features and enhancements on existing products based on defined requirements and designs. Follow given procedures and instructions to produce well-designed, testable and clean code. Participate in numerous activities for building software product: requirement analysis / enhance UI-UX design / Scrum process/customer support / improve DevOps infrastructure / …. Actively contribute ideas and efforts to product success. Perform other duties as assigned. Qualifications. Technical requirements. Strong experience in HTML5, CSS3 and JavaScript/ES6. Good experience in ReactJS. Experience in building a single page application including front-end routing, 2-way data binding, client-side rendering and JSON-based RESTful APIs. Experience with Responsive Layouts. Experience on the Unit Test frameworks such as Karma/Mocha, Jasmine, QUnit. Practice knowledge of website optimization techniques and fast page load times. Familiar with building web applications at backend using popular NodeJS web frameworks such as Express/Koa/LoopBack, etc is plus. Benefits and Perks. Perks You'll Enjoy. Working in one of the Best Places to Work in Vietnam. Building large-scale & global software products. Working & growing with Passionate & Talented Team. Attractive Salary and Benefits. Performance appraisals every year. Flexible working time. Various training on hot-trend technologies, best practices and soft skills. Premium healthcare insurance for you and your loved ones. Company trip, big annual year-end party every year, team building, etc. Fitness & sport activities: football, tennis, table-tennis, badminton, yoga, swimming…. Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,…. Free in-house entertainment facilities (foosball, ping pong, gym…), coffee, and snack (instant noodles, cookies, candies…. And much more, join us and let yourself explore other fantastic things",Participate in numerous activities for building. product: requirement analysis / enhance UI-UX design / Scrum process/customer support / improve DevOps…,"Front-end Software Engineer (ReactJS, NodeJS plus), Kobiton"
Thành phố Hồ Chí Minh,Cong Ty Co Phan Dich Vu Giao Hang Nhanh,"As Backend Developer you will be involved in the planning, development, and maintenance of the web & mobile app supporting our products and services in GHN Express, have the chance to make leading enterprise product for massive user in Vietnam market. ptimizing components for consistency and performance across desktops, tablets, and mobiles. Collaborate with cross-functional teams to design, develop and ship new features. ptimize the system for reliability and performance. Fix bugs and improve the system. Write unit test code to prevent similar bugs Responsibility to resolve bugs as soon as possible. Provide methodology and metrics to monitor the system. Improve performance, the reliability of the system. Contribute knowledge to the technical team. YOU WILL. ptimizing components for consistency and performance across desktops, tablets, and mobiles. Collaborate with cross-functional teams to design, develop and ship new features. ptimize the system for reliability and performance. Fix bugs and improve the system. Write unit test code to prevent similar bugs Responsibility to resolve bugs as soon as possible. Provide methodology and metrics to monitor the system. Improve performance, the reliability of the system. Contribute knowledge to the technical team. Your Skills and Experience. Experience with Back End (Golang or Java or Node JS, ... ) and be willing to change to Golang. Good understanding and knowledge of OOP, data structure, design patterns. Familiar with RESTful API. Have experience with Docker, K8s, MongoDB, PostgreDB is a plus. Excellent attention to details. Self-motivated to explore new technologies, applications, and environments. Can work in both independent and teamwork environments. Why it would be awesome to work with us. 13th salary. Performance bonus Comfortable Private working Area for TECH team. PVI Care. Team-building. uting trip Join Training Courses and Tech Sharing Mid-Autumn Party, Christmas. Year-end Party With the delivery network cover more than 98. The geographical area of Vietnam, you will be welcome anywhere of Vietnam for traveling. Sports club: football, badminton. How to apply. Nguyen (Mr. Email: nguyennvb@scommerce.asia. Telegram: https://t.me/NguyenNVB. Mobile: 0906738591","As Backend Developer you will be involved in the planning, development, and maintenance of the web & mobile app supporting our products and services in GHN…",SOFTWARE ENGINEER
