code,description,outcome,title
COSC1187,"The Computer Science and Information Technology course introduces techniques, algorithms and principles of interactive 3D computer graphics and animation, including graphics algorithms, the graphics pipeline and graphics programming. This course also prepares you for study in real-time rendering, realistic image synthesis, computer animation and game programming, which you study in more detail later in your program of learning","This course contributes to the following program learning outcomes: You will gain skills as you apply knowledge effectively in diverse contexts. You will learn to accurately and objectively examine and consider computer science and information technology (IT) topics, evidence, or situations, in particular to analyse and model requirements and constraints for the purpose of designing and implementing software artefacts and IT systems. Your capability to analyse problems and synthesise suitable solutions will be extended as you learn to: design and implement software solutions that accommodate specified requirements and constraints, based on analysis or modelling or requirements specification. Upon successful completion of this course you should be able to: identify and describe the fundamentals of 3D computer graphics. describe the basic requirements for computer animation. analyse requirements and constraints of 3D viewing, the 3D viewing pipeline, hidden surface removal, shading and illumination. design and develop interactive 3D programs using the OpenGL 3D graphics library. use graphics programming skills and knowledge, including visual debugging, to develop medium-sized interactive 3D graphics applications. apply mathematics and physics in the design and development of graphics applications. identify and describe the fundamentals of 3D computer graphics. describe the basic requirements for computer animation. analyse requirements and constraints of 3D viewing, the 3D viewing pipeline, hidden surface removal, shading and illumination. design and develop interactive 3D programs using the OpenGL 3D graphics library. use graphics programming skills and knowledge, including visual debugging, to develop medium-sized interactive 3D graphics applications. apply mathematics and physics in the design and development of graphics applications",Interactive 3D Graphics and Animation
COSC2353,"This course introduces the concepts and technologies necessary to design and implement integrated electronic commerce and enterprise systems. Emphasis is placed upon the development, deployment and usage of such systems using the latest technology. Primarily, this course is about exploring, implementing and reporting, including writing a eCommerce systems using distributed technology, to be integrated with the rest of the enterprise","Investigate the application of Internet technology to electronic commerce within the context of enterprise applications. Students should be able to explain the difference between business to consumer (B2C) and business to business (B2B) models and be able to recognise and apply each model in a typical situation. Effectively use state of the art technologies (e.g. Java), and be able to combine them to develop a basic enterprise application, as in: Investigate the application of Internet technology to electronic commerce within the context of enterprise applications. Students should be able to explain the difference between business to consumer (B2C) and business to business (B2B) models and be able to recognise and apply each model in a typical situation. Effectively use state of the art technologies (e.g. Java), and be able to combine them to develop a basic enterprise application, as in: Java distributed technology, including JDBC and RMI. Spring Framework for server-side component-based architecture. JMS and WebServices for application to application integration. Java distributed technology, including JDBC and RMI. Spring Framework for server-side component-based architecture. JMS and WebServices for application to application integration. Be able to use a development environment to develop a simplified enterprise application integrated with other enterprise systems. Describe the problems associated with the development of medium and large scale eCommerce applications. Analyse the interoperability and scalability of distributed systems. Explain essential concepts of systems modelling and design, inter-module communication, distributed and client/server architectures, software and technology architectures, middleware infrastructure and different types of middleware, and their role in the implementation of eCommerce and enterprise applications. Describe some current state of the art eCommerce technologies, state their characteristics, and analyse their advantages and disadvantages for each particular case. Describe the various aspects of enterprise integration. Report on issues related to eCommerce systems. Analyse, design and implement a simplified eCommerce system using state of the art technology, and integrate it to the enterprise. Describe the problems associated with the development of medium and large scale eCommerce applications. Analyse the interoperability and scalability of distributed systems. Explain essential concepts of systems modelling and design, inter-module communication, distributed and client/server architectures, software and technology architectures, middleware infrastructure and different types of middleware, and their role in the implementation of eCommerce and enterprise applications. Describe some current state of the art eCommerce technologies, state their characteristics, and analyse their advantages and disadvantages for each particular case. Describe the various aspects of enterprise integration. Report on issues related to eCommerce systems. Analyse, design and implement a simplified eCommerce system using state of the art technology, and integrate it to the enterprise. The course is dedicated to the discussion of the existing and emerging software and technology architectures for eCommerce systems engineering: To discuss examples and techniques, and apply them to real life situations builds up studentsí critical analysis capabilities. To introduce some standard analysis and design techniques commonly used to develop distributed applications. This builds up studentsí knowledge, and enhances their ability to apply it to new situations. To reflect and examine real-life like situations and their solutions. Students will be given significant freedom of choice with respect to strategies and techniques, thus promoting creativity. To introduce students to follow proper theoretical guidelines when tackling problems and proposing and documenting their solutions, thus ensuring that they can be correctly understood and enforced. This helps to promote responsibility and a professional attitude. To develop skills for teamwork and communication they will be required to undertake a group research project. The project involves: discussing, analysing and designing an eCommerce application; structuring the work into manageable tasks and taking responsibility; implementing and documenting their solution; critically evaluating their implementation. The course is dedicated to the discussion of the existing and emerging software and technology architectures for eCommerce systems engineering: To discuss examples and techniques, and apply them to real life situations builds up studentsí critical analysis capabilities. To introduce some standard analysis and design techniques commonly used to develop distributed applications. This builds up studentsí knowledge, and enhances their ability to apply it to new situations. To reflect and examine real-life like situations and their solutions. Students will be given significant freedom of choice with respect to strategies and techniques, thus promoting creativity. To introduce students to follow proper theoretical guidelines when tackling problems and proposing and documenting their solutions, thus ensuring that they can be correctly understood and enforced. This helps to promote responsibility and a professional attitude. To develop skills for teamwork and communication they will be required to undertake a group research project. The project involves: discussing, analysing and designing an eCommerce application; structuring the work into manageable tasks and taking responsibility; implementing and documenting their solution; critically evaluating their implementation. discussing, analysing and designing an eCommerce application; structuring the work into manageable tasks and taking responsibility; implementing and documenting their solution; critically evaluating their implementation",Electronic Commerce and Enterprise Systems
COSC2760,"Mobile Programming Fundamentals provides a range of enabling skills for independent development of small scale industry standard mobile software applications. These skills will equip you to be ready for commercial development and to meet the demand of small to medium sized organisations such as startups, small businesses and other ventures. Emphasis is placed on the processes, tools and frameworks required to develop applications for current and emerging mobile computing devices. In addition, you will learn industry level development methodologies as well as selected software engineering patterns such as the Model-View-Controller (MVC). Through practical work, you will encounter a variety of real world scenarios","On completion of this course you should be able to: Explain the fundamental challenges and opportunities of working with and developing mobile applications. Demonstrate proficiency with a mobile application development framework. Implement a range of techniques and procedures for developing a small mobile software application. Describe and Document Diagrammatically common OO design patterns such as Model View Controller (MVC) and Observer and apply in code. Design and manage the development life-cycle of a complete application. Explain the fundamental challenges and opportunities of working with and developing mobile applications. Demonstrate proficiency with a mobile application development framework. Implement a range of techniques and procedures for developing a small mobile software application. Describe and Document Diagrammatically common OO design patterns such as Model View Controller (MVC) and Observer and apply in code. Design and manage the development life-cycle of a complete application. This course is an option course in BP162, and BP232 programs. You will gain skills as you apply knowledge effectively in diverse contexts. You will learn to accurately and objectively examine and consider computer science and information technology (IT) topics, evidence, or situations, in particular to: -- analyse requirements and constraints for the purpose of designing and implementing solutions to a learning challenge; -- evaluate and compare approaches and algorithms on the basis of the nature of the problem/task being addressed. Your capability to analyse problems and synthesise suitable solutions will be extended as you learn to: select and apply algorithms to address particular mobile computing problems, based on analysis of the problem and characteristics of the scenario involved. You will learn to communicate effectively with a variety of audiences through a range of modes and media, in particular online and in class discussion. You will be required to accept responsibility for your own learning and make informed decisions about judging and adopting appropriate behaviour in professional and social situations. This includes accepting the responsibility for independent life-long learning. Specifically, you will learn to: effectively analyse problems to determine an appropriate approach, while accounting for ethical considerations",Mobile Programming Fundamentals
INTE2511,"The course will orchestrate teams of up to 5 but not less than 3 students who will: create a start-up project – a student-proposed project for launching a start-up that will develop a new product or service, or. initiate and engage an external customer project – an externally driven project proposed by an industry/government partner. create a start-up project – a student-proposed project for launching a start-up that will develop a new product or service, or. initiate and engage an external customer project – an externally driven project proposed by an industry/government partner. Project teams will consist of final year students from CSIT as well as any other RMIT discipline that are needed to conduct each project. An appropriate industry, government or in some start up cases, academic mentor will be assigned to each project to provide business and technical advice to the project leader and team","Upon successful completion of this course you should be able to: CLO1: identify real life problems and be able to pitch potential solutions such as products and services. CLO2: develop, set up and manage early stage software and finally be able to set up a production software development environment. CLO3: achieve high degree of productivity in a small team via agile, high quality practices and team organisation approaches. CLO4: communicate with the customer and achieve customer feedback and satisfaction in the development of IT products and services. CLO5: plan the landscape and approaches for attracting potential investors and secure funding. CLO1: identify real life problems and be able to pitch potential solutions such as products and services. CLO2: develop, set up and manage early stage software and finally be able to set up a production software development environment. CLO3: achieve high degree of productivity in a small team via agile, high quality practices and team organisation approaches. CLO4: communicate with the customer and achieve customer feedback and satisfaction in the development of IT products and services. CLO5: plan the landscape and approaches for attracting potential investors and secure funding",Information Technology Entrepreneurship
INTE2403,"This course seeks to introduce students to the technical aspects of Information Systems (IS) security in the context of the modern enterprise. It builds on the students’ growing knowledge and experience of business to provide the background to the serious issues surrounding IS security. This course will bring students up to date with the latest IS threats to enterprises, their identification and management, and ultimately, mitigation and countermeasures","At the conclusion of this course, you should be able to",ICT Information Systems Security
COSC2758,"Further Web Programming provides a range of enabling skills for independent development of small to medium-scale industry standard web applications. These skills will equip you to be ready for commercial development and to meet the demand of small to medium sized organisations such as startups, small businesses and other ventures. Emphasis is placed on the processes, tools and frameworks required to develop applications for current and emerging web platforms. In addition, you will learn industry level development methodologies as well as selected software engineering patterns such as Event Driven Programming. Through practical work, you will encounter a variety of real world scenarios","This is a program option course in BP094, BP096, BP162 and BP232 programs. On completion of this course you should be able to: Explain the fundamental challenges and opportunities of working with and developing web applications; Demonstrate proficiency with a web application development framework; Implement a range of techniques and procedures for developing a small to medium-scale web application; Demonstrate knowledge of and utilise software engineering patterns in development; Design and manage the development life-cycle of a complete application. Explain the fundamental challenges and opportunities of working with and developing web applications; Demonstrate proficiency with a web application development framework; Implement a range of techniques and procedures for developing a small to medium-scale web application; Demonstrate knowledge of and utilise software engineering patterns in development; Design and manage the development life-cycle of a complete application",Further Web Programming
COSC2960,"This course introduces the foundations of Artificial Intelligence (AI) tailored to students from a range of health, science, technology, engineering, and math disciplines. AI is a branch of computer science devoted to developing intelligent hardware and software systems. Applications of AI are now widespread in the world of work. It is therefore increasingly important for all health, science, technology, engineering, and math disciplines graduates to have an understanding of the foundations and applications of the field of AI relevant to their own discipline. This course will also challenge you to consider the impact and ethics of AI on your future profession and society","A basic understanding of the foundations and applications of AI as applied in contemporary health, science, technology, engineering, and math workplaces and future trends in applications from an inter-disciplinary perspective. CLO1 Explain the foundations and applications of Artificial Intelligence (AI) in the fields of Health, Science, Technology, Engineering, and Mathematics. CLO2 Identify, analyse and solve real-world health, science, technology, engineering and mathematics problems using AI approaches, algorithms and applications. CLO3 Explore ethical and safety considerations in the development and deployment of AI applications in health, science, technology, engineering and mathematics. CLO4 Communicate accurately and collaborate effectively using a variety of tools and techniques specific to the fields of AI and health, science, technology, engineering and mathematics. CLO1 Explain the foundations and applications of Artificial Intelligence (AI) in the fields of Health, Science, Technology, Engineering, and Mathematics. CLO2 Identify, analyse and solve real-world health, science, technology, engineering and mathematics problems using AI approaches, algorithms and applications. CLO3 Explore ethical and safety considerations in the development and deployment of AI applications in health, science, technology, engineering and mathematics. CLO4 Communicate accurately and collaborate effectively using a variety of tools and techniques specific to the fields of AI and health, science, technology, engineering and mathematics",Foundations of Artificial Intelligence for STEM
COSC2757,"By completing this foundation course, you will gain an overall understanding of Amazon Web Services (AWS) cloud computing concepts, independent of specific technical roles. It provides a detailed overview of cloud concepts, AWS core services, security, architecture, pricing, and support. This introductory course will help you to understand the architecture of AWS cloud services including basics of concepts such as AWS IAM, VPC, Elastic beanstalk, Storage services, Database services and security","This is a program option course in BP094, BP096, BP162 and BP232 programs. On completion of this course you should be able to: CLO 1: Define and understand AWS and its components. CLO 2: Create a virtual private cloud (VPC) and demonstrate Amazon Elastic Compute cloud (Amazon EC2) CLO 3: Comprehend AWS storage services. CLO 4: Comprehend AWS database services. CLO 5: Understand architectural principles , security and compliance issues in AWS Cloud. CLO 6: Communicate using the proper language of the field including reports written with a professional approach. CLO 1: Define and understand AWS and its components. CLO 2: Create a virtual private cloud (VPC) and demonstrate Amazon Elastic Compute cloud (Amazon EC2) CLO 3: Comprehend AWS storage services. CLO 4: Comprehend AWS database services. CLO 5: Understand architectural principles , security and compliance issues in AWS Cloud. CLO 6: Communicate using the proper language of the field including reports written with a professional approach",Cloud Foundations
INTE1063,"This course will provide a broad understanding of current information systems security principles, architecture and practices. The technical, legal and management issues involved in the implementation and auditing of system security controls and the impact of emerging information technologies and security practices will be considered. This course is designed to provide students with an understanding of the importance of the proper implementation and management of security controls for information systems",At the conclusion of this course you should be able to,Digital Business Security and Risk Management
ISYS1102,"Databases and the database technology are having a major impact on the growing use of computers. They play a critical role in almost all areas where computers are used. This course introduces you to advanced database design and implementation concepts, database design techniques, and efficient data management. It will extend the database concepts and design skills developed in database concepts course and introduces you to database indexing, database security, query optimisation, concurrency control and transaction management, stored procedures and triggers, database backup strategies, and non-relational databases","Enabling Knowledge: You will gain skills as you apply knowledge with creativity and initiative to new situations. In doing so, you will: Demonstrate mastery of a body of knowledge that includes recent developments in computer science and information technology; Recognise and use research principles and methods applicable to computer science and information technology. Enabling Knowledge: You will gain skills as you apply knowledge with creativity and initiative to new situations. In doing so, you will: Demonstrate mastery of a body of knowledge that includes recent developments in computer science and information technology; Recognise and use research principles and methods applicable to computer science and information technology. Critical Analysis: You will learn to accurately and objectively examine and consider computer science and information technology (IT) topics, evidence, or situations, in particular to: (i) Analyse and model requirements and constraints for the purpose of designing and implementing software artefacts and IT systems; (ii) Evaluate and compare designs of software artefacts and IT systems on the basis of organisational and user requirements. Critical Analysis: You will learn to accurately and objectively examine and consider computer science and information technology (IT) topics, evidence, or situations, in particular to: (i) Analyse and model requirements and constraints for the purpose of designing and implementing software artefacts and IT systems; (ii) Evaluate and compare designs of software artefacts and IT systems on the basis of organisational and user requirements. Problem Solving: Your capability to analyse problems and synthesise suitable solutions will be extended as you learn to: Design and implement software solutions that accommodate specified requirements and constraints, based on analysis or modelling or requirements specification. Problem Solving: Your capability to analyse problems and synthesise suitable solutions will be extended as you learn to: Design and implement software solutions that accommodate specified requirements and constraints, based on analysis or modelling or requirements specification. Upon successful completion of this course you should be able to: CLO 1: apply advanced data analysis and modeling concepts, physical design, integrity, security and transaction management. CLO 2: create triggers, stored procedures and functions to enhance the usability of a database; CLO 3: apply techniques for efficient storing, accessing, securing, and recovering of data; CLO 4: build an efficient database application with an emphasis on storage management, indexing and query optimisation; CLO 5: use MongoDB for store and retrieve non-relational data; CLO 6: develop a simple web-based interface for a database. CLO 1: apply advanced data analysis and modeling concepts, physical design, integrity, security and transaction management. CLO 2: create triggers, stored procedures and functions to enhance the usability of a database; CLO 3: apply techniques for efficient storing, accessing, securing, and recovering of data; CLO 4: build an efficient database application with an emphasis on storage management, indexing and query optimisation; CLO 5: use MongoDB for store and retrieve non-relational data; CLO 6: develop a simple web-based interface for a database",Database Applications
COSC1111,"This course aims to provide a broad introduction to the fundamentals of data communication and network technology. The emphasis is on data communication from the perspective of computer scientists and information technologists. The course covers the underlying mechanisms and their characteristics that need to be considered by communicating application software. Topics include: principles and reference models of data communication, basic operation of communication systems, protocols, error handling and applications in networked environments. principles and reference models of data communication, basic operation of communication systems, protocols, error handling and applications in networked environments","This is an option course, however will contribute to the following program learning outcomes: You will gain skills as you apply knowledge effectively in diverse contexts. You will learn to accurately and objectively examine and consider computer science and information technology (IT) topics, evidence, or situations, in particular to analyse and model requirements and constraints for the purpose of designing and implementing software artefacts and IT systems. Your capability to analyse problems and synthesise suitable solutions will be extended as you learn to: design and implement software solutions that accommodate specified requirements and constraints, based on analysis or modelling or requirements specification. Upon successful completion of this course you should be able to: CLO 1: explain the basic concepts of data communication. CLO 2: demonstrate knowledge of higher level aspects of data communications and network technology, details of the underlying mechanisms, principles, reference models, protocols, error handling, appropriate for the development of software applications in a networked environment. CLO 3: describe emerging networking technologies. CLO 4: analyse communications systems that use the TCP/IP protocol suite and the abstract 7-layer OSI reference model. CLO 5: apply knowledge of data communication concepts to solve problems involving data communications. CLO 6: apply mathematical/analytic skills to basic performance evaluation, utilization, throughput and delay. CLO 1: explain the basic concepts of data communication. CLO 2: demonstrate knowledge of higher level aspects of data communications and network technology, details of the underlying mechanisms, principles, reference models, protocols, error handling, appropriate for the development of software applications in a networked environment. CLO 3: describe emerging networking technologies. CLO 4: analyse communications systems that use the TCP/IP protocol suite and the abstract 7-layer OSI reference model. CLO 5: apply knowledge of data communication concepts to solve problems involving data communications. CLO 6: apply mathematical/analytic skills to basic performance evaluation, utilization, throughput and delay. Please note that postgraduate students are expected to demonstrate knowledge and skills at postgraduate level",Data Communication and Net-Centric Computing
COSC2408,"This course is designed to provide you with hands-on practical experience developing software and/or delivering IT solutions in a project environment. You will work in teams and complete projects from inception to implementation. The emphasis is on understanding and working within a corporate environment, using formal project and software delivery methodologies and integrating all the skills and knowledge that you have acquired into a solid base from which to progress your professional life. This course includes a work integrated learning (WIL) experience in which your knowledge and skills will be applied and assessed in a real or simulated workplace context and where feedback from industry and/ or community is integral to your experience","Program Learning Outcomes. This is a required course in BP094 Bachelor of Computer Science, BP162 Bachelor of Information Technology, BP232 Bachelor of Technology (Computing Studies), BH091 Bachelor of Engineering (Computer and Network Engineering) (Hons)/ Bachelor of Computer Science, and BH094 Bachelor of Engineering (Telecommunication Engineering) (Hons)/ Bachelor of Computer Science programs and contributes to the following Program Learning Outcomes: You will gain skills as you apply knowledge effectively in diverse contexts. You will learn to accurately and objectively examine and consider computer science and information technology (IT) topics, evidence, or situations, in particular to: evaluate and compare designs of software artefacts and IT systems on the basis of organisational and user requirements. Your capability to analyse problems and synthesise suitable solutions will be extended as you learn to: design and implement software solutions that accommodate specified requirements and constraints, based on analysis or modelling or requirements specification. You will gain skills as you apply knowledge effectively in diverse contexts. You will learn to communicate effectively with a variety of audiences through a range of modes and media, in particular to: present a clear, coherent and independent exposition of software applications, alternative IT solutions, and decision recommendations to both IT and non-IT personnel via technical reports of professional standard and technical presentations. You will learn to work as an effective and productive team member in a range of professional and social situations, in particular to: work effectively in different roles, to form, manage, and successfully produce outcomes from teams, whose members may have diverse cultural backgrounds and life circumstances, and differing levels of technical expertise. You will be required to accept responsibility for your own learning and make informed decisions about judging and adopting appropriate behaviour in professional and social situations. This includes accepting the responsibility for independent life-long learning. Specifically, you will learn to: effectively apply relevant standards, ethical considerations, and an understanding of legal and privacy issues to designing software applications and IT systems. Upon successful completion of this course you should be able to: Apply knowledge of the key principles of project management to a significant IT project, choose a suitable development methodology, design and deliver industry standard software and documentation. Analyse and solve a problem requiring an IT solution, propose and evaluate alternative approaches by conducting experiments, collecting data, identifying and evaluating the appropriate development tools and frameworks. Work collaboratively and effectively in a team environment to plan and implement project requirements, participating as a team member and/or team leader and demonstrating understanding of the team dynamic that is critical to your project’s success. Negotiate the project deliverables and milestones and assume responsibility for a successful outcome. Communicate with clients in a professional manner, delivering presentations and writing technical research reports using the appropriate language of the field. Apply knowledge of the key principles of project management to a significant IT project, choose a suitable development methodology, design and deliver industry standard software and documentation. Analyse and solve a problem requiring an IT solution, propose and evaluate alternative approaches by conducting experiments, collecting data, identifying and evaluating the appropriate development tools and frameworks. Work collaboratively and effectively in a team environment to plan and implement project requirements, participating as a team member and/or team leader and demonstrating understanding of the team dynamic that is critical to your project’s success. Negotiate the project deliverables and milestones and assume responsibility for a successful outcome. Communicate with clients in a professional manner, delivering presentations and writing technical research reports using the appropriate language of the field",Programming Project 1
COSC2536,"Security has become a focal area in IT; it has grown and evolved significantly in recent years and different areas of specialisation have emerged. This course gives an introduction to technical aspects of security for future IT professionals, and presents the foundations. It looks at fundamental cryptographic and security mechanisms used in various areas of networked applications and computing, including operating systems, databases and web-based applications as well as modern privacy preserving systems and blockchains. For computer systems that are used and relied upon in many areas of life, security has become an important aspect; availability and correct operation are essential. IT professionals working in the field need to be well acquainted with the security features of the tools and applications they use and produce. Protection of data regardless of the information they contain is a critical task, and requires expertise","This course contributes to the following program learning outcomes in BP094 Bachelor of Computer Science; BP096 Bachelor of Software Engineering and BP162 Bachelor of Information Technology: This course contributes to the following program learning outcomes: You will gain skills as you apply knowledge effectively in diverse contexts. You will learn to accurately and objectively examine and consider computer science and information technology (IT) topics, evidence, or situations, in particular to: -- analyse and model requirements and constraints for the purpose of designing and implementing software artefacts and IT systems. -- evaluate and compare designs of software artefacts and IT systems on the basis of organisational and user requirements. You will be required to accept responsibility for your own learning and make informed decisions about judging and adopting appropriate behaviour in professional and social situations. This includes accepting the responsibility for independent life-long learning. Specifically, you will learn to: effectively apply relevant standards, ethical considerations, and an understanding of legal and privacy issues to designing software applications and IT systems. Upon successful completion of this course you should be able to: 1. explain the functioning of security services in computing environments and the security issues in networked applications. 2. discuss various types of data integrity and confidentiality mechanisms including public key cryptography. 3. describe basic system security mechanisms and protocols, such as those used in operating systems, file systems and computer networks. 4. analyse the overarching importance of IT security in areas such as networking, databases, operating systems, and web systems. 5. apply privacy principles in basic practical settings in IT environments. 6. analyse and evaluate the security of computing and IT systems on a practical level and privacy related issues in computing",Security in Computing and Information Technology
COSC1147,"This course is an introduction to computing ethics, law and employability. It is intended for computing students who have not studied business principles, or who have little work experience in industry. The course provides a survival kit for computing graduates entering the workforce. During this course, you should consider computing ethical issues, such as information privacy, computer crime, computer security, social networks, online identity. During this course, you should also consider the international legal frameworks available to protect software system development. This includes non-disclosure agreements, employment contracts, intellectual property law (copyright, patents, licensing, royalties), trademarks and warranty disclaimers. Additionally, you should examine the marketing of a software system development, involving SWOT analysis and action plan","This course contributes to the following Program Learning Outcomes (PLOs) for BP096 Bachelor of Software Engineering, BP094 Bachelor of Computer Science, BP162 Bachelor of Information Technology, BP232 Bachelor of Technology (Computing Studies): You will gain skills as you apply knowledge effectively in diverse contexts. You will learn to accurately, critically, and objectively examine and consider computer science and information technology (IT) topics, evidence, or situations, in particular to: evaluate and compare designs of software artefacts and IT systems on the basis of organisational and user requirements. You will learn to communicate effectively with a variety of audiences through a range of modes and media, in particular to: present a clear, coherent and independent exposition of software applications, alternative IT solutions, and decision recommendations to both IT and non-IT personnel via technical reports of professional standard and technical and pitch presentations. You will learn to work as an effective and productive team member in a range of professional and social situations, in particular to: work effectively in different roles, to form, manage, and successfully produce outcomes from teams, whose members may have diverse cultural backgrounds and life circumstances, and differing levels of technical expertise. You will be required to accept responsibility for your own learning and make informed decisions about judging and adopting appropriate behaviour in professional and social situations. This includes accepting the responsibility for independent life-long learning. Specifically, you will learn to: effectively apply relevant standards, ethical considerations, and an understanding of legal and privacy issues to designing software applications and IT systems. Upon successful completion of this course you should be able to: recognise the need for computing ethics in the Information Technology (IT) industry and the complexities involved in computer ethical issues, and use the available legal tools to safeguard a developer’s interests when developing / publishing / marketing software. discuss, explain and apply concepts of business organization, business practices, system acquisition, marketing principles and the major ethical theories. discuss, explain and apply ethical, social media, political, economic, legal, and marketing issues relevant to the IT industry; and methods available to resolve these issues including the legalities involved in starting a computer (software) company. discuss, analyse and evaluate computing practice case studies, prepare SWOT analyses, and create detailed business plans using the proper language of the field in both written and oral presentations. work effectively in a small group of peers to analyse computing practice scenarios, and to assess the work of peers. demonstrate self-directed learning and more specifically the role of life-long learning for the longevity and progression of your career in IT. recognise the need for computing ethics in the Information Technology (IT) industry and the complexities involved in computer ethical issues, and use the available legal tools to safeguard a developer’s interests when developing / publishing / marketing software. discuss, explain and apply concepts of business organization, business practices, system acquisition, marketing principles and the major ethical theories. discuss, explain and apply ethical, social media, political, economic, legal, and marketing issues relevant to the IT industry; and methods available to resolve these issues including the legalities involved in starting a computer (software) company. discuss, analyse and evaluate computing practice case studies, prepare SWOT analyses, and create detailed business plans using the proper language of the field in both written and oral presentations. work effectively in a small group of peers to analyse computing practice scenarios, and to assess the work of peers. demonstrate self-directed learning and more specifically the role of life-long learning for the longevity and progression of your career in IT",Professional Computing Practice
COSC2413,"The course introduces you to the basic concepts of the World Wide Web, and the principles and tools that are used to develop Web applications. The course will provide an overview of Internet technology and will introduce you to current Web protocols, client side and server side programming, communication and design","This course contributes to the following program learning outcomes: Upon successful completion of this course you should be able to: CLO1:understand modern languages, constructs used on the Web (such as HTML5, Advanced CSS, JavaScript, jQuery, Bootstrap, JSON and PHP) CLO2: explain the functions of clients and servers on the Web, and describe the strengths and weaknesses of the client-server internet approaches to web design and implementation. CLO3: program, access, and manipulate data through the adoption of accepted standards, mark-up languages, client-side programming, and server-side programming. CLO4: design and implement an interactive web site(s) with regard to issues of usability, accessibility and internationalisation. CLO5: design and implement a client-server internet application that accommodates specific requirements and constraints, based on analysis, modelling or requirements specification",Web Programming
COSC2473,"One of the roles of the IT professional is to design and build systems and integrate them into an organization. You should encounter a variety of platforms in your career. The role of the IT professional is to select, deploy, integrate and administer platforms or components to support the organisation’s IT infrastructure. This course aims to cover the skills in the fundamentals of hardware and software and how they integrate to form essential components of IT systems. It aims to develop skills and concepts that are essential to the administration of operating systems, networks, software, and file systems, file servers, web systems In addition it provides an introduction to networking concepts and components that are in common use, including mobile telephony and networks. It also aims to develop the skills to gather requirements, source, evaluate and integrate components into a single system, and validate the system","This course contributes to the following program learning outcomes for BP094 Bachelor of Computer Science, BP096 Bachelor of Software Engineering and BP162 Bachelor of Information Technology: You will gain skills as you apply knowledge effectively in diverse contexts. You will learn to accurately and objectively examine and consider computer science and information technology (IT) topics, evidence, or situations, in particular to: evaluate and compare designs of software artefacts and IT systems on the basis of organisational and user requirements. Your capability to analyse problems and synthesise suitable solutions will be extended as you learn to: design and implement software solutions that accommodate specified requirements and constraints, based on analysis or modelling or requirements specification. Upon successful completion of this course you should be able to: describe some of the fundamental hardware building blocks of computer systems and some basic algorithms by which they are used. demonstrate understanding of number systems, such as binary, octal, decimal and hexadecimal. use Boolean algebra to model basic algorithms in hardware using logic gates such as binary addition/multiplication, template pattern matching, stream encryption, data multiplexing, describe fundamentals of computer architecture and organisation, operating systems, and system integration and deployment. critically review and (re-)design existing computer system specifications for meeting stated performance criteria. Describe the layered networking model, basic networking protocols and ways in which data is encoded and transmitted. describe some of the fundamental hardware building blocks of computer systems and some basic algorithms by which they are used. demonstrate understanding of number systems, such as binary, octal, decimal and hexadecimal. use Boolean algebra to model basic algorithms in hardware using logic gates such as binary addition/multiplication, template pattern matching, stream encryption, data multiplexing, describe fundamentals of computer architecture and organisation, operating systems, and system integration and deployment. critically review and (re-)design existing computer system specifications for meeting stated performance criteria. Describe the layered networking model, basic networking protocols and ways in which data is encoded and transmitted",Introduction to Computer Systems
